"id","名 称","名称カナ","所在地","電話","常勤薬剤師の人数","非常勤薬剤師の人数","常勤薬剤師数及び非常勤薬剤師数を常勤換算した数との合計数","前年の実施件数","前年（前年度）の患者数（延べ数）","前年の延件数","前年の実数"
"14142295","有限会社　不動薬局","ユウゲンガイシャ　フドウヤッキョク","ヨコスカシハヤシ２－１－３９","046-856-2424","4","1","4","0","17358","27","7"
"14142317","三笠ビル栗田薬局","ミカサビルクリタヤッキョク","ヨコスカシオオダキチヨウ２－２４","046-822-3721","1","0","1.0","0","9661","0","0"
"14142333","野田薬局","ノダヤッキョク","ヨコスカシモリサキ１－６－１３","046-836-5434","2","0","2","0","0","0","0"
"14142341","小矢部薬局","コヤベヤッキョク","ヨコスカシコヤベ２－２－９","046-852-0824","1","0","1.0","0","0","0","0"
"14142350","有限会社ミトミ薬局","ユウゲンガイシャミトミヤッキョク","ヨコスカシシオミダイ２－２－１","046-823-7088","2","0","2","0","12934","0","2"
"14142376","有限会社アオイ薬局","ユウゲンガイシャアオイヤッキョク","ヨコスカシツクイ２－１７－２４","046-848-5747","2","3","2.6","0","3597","0","41"
"14142384","ハックドラッグ横須賀中央薬局","ハックドラッグヨコスカチュウオウヤッキョク","ヨコスカシワカマツチョウ２－４　タマルヤビル","046-827-8911","6","2","7","0","6879","0","0"
"14142430","クローバー薬局","クローバーヤッキョク","ヨコスカシオッパマホンチョウ１－２３－６","046-869-1275","2","3","0.4","0","19427","0","0"
"14142449","さくら薬局横須賀平作店","サクラヤッキョクヨコスカヒラサクテン","ヨコスカシヒラサク２－１４－１","046-853-8607","2","5","2","10","11820","24","0"
"14142465","株式会社シフトつつじ調剤薬局","カブシキガイシャシフトツツジチョウザイヤッキョク","ヨコスカシタケ４－４０－４　キムラビル１Ｆ","046-855-3102","2","7","2.3","3","19418","38","25"
"14142473","薬樹薬局　横須賀","ヤクジュヤッキョクヨコスカ","ヨコスカシナガサカ３－３－１２","046-858-1728","4","2","4.0","1","16082","67","168"
"14142481","アサヒ薬局","アサヒヤッキョク","ヨコスカシ　ツルガオカ２－６－２","046-822-5216","1","1","1.2","3","8700","10","60"
"14142490","アモン薬局","アモンヤッキョク","ヨコスカシマボリカイガン３－２６－８","046-841-1891","4","2","4.5","5","36000","300","40"
"14142503","なの花薬局横須賀大津店","ナノハナヤッキョクヨコスカオオツテン","ヨコスカシオオツチョウ１－１１－１１","046-830-3087","5","1","5.5","2","20325","179","175"
"14142511","有限会社ヒロ薬局","ユウゲンガイシャヒロヤッキョク","ヨコスカシ　サカモトチョウ３－４２","046-822-1492","6","1","7.0","4","23000","660","30"
"14142520","有限会社大草弘真堂薬局","ユウゲンガイシャオオクサコウシンドウヤッキョク","ヨコスカシフナコシチョウ１－４５","046-861-3355","1","0","1","0","1125","0","0"
"14142538","日本調剤横須賀薬局","ニホンチョウザイヨコスカヤッキョク","ヨコスカシコヤベ２－２１－４","046-853-7750","6","6","6","2","35842","100","400"
"14142554","有限会社衣笠調剤薬局","ユウゲンカシャキヌガサチョウザイヤッキョク","ヨコスカシキヌガササカエチョウ１－２０","046-852-0438","1","1","1.5","0","7037","0","5"
"14142562","アオバ薬局","アオバヤッキョク","ヨコスカシナガサワ３－１－２４","046-848-9620","2","0","2","0","29451","38","180"
"14142570","トマト薬局堀ノ内店","トマトヤッキョクホリノウチテン","ヨコスカシミハルチョウ３－４６","046-825-4316","3","1","3","12","17738","86","4"
"14142600","金谷薬局","カネヤヤッキョク","ヨコスカシカネヤ２－１－１９","046-850-3181","1","3","1.5","0","8349","275","172"
"14142619","マリア薬局","マリアヤッキョク","ヨコスカシノビ１－３９－１２","046-840-1460","1","0","1","1","4942","0","0"
"14142635","レモン薬局","レモンヤッキョク","ヨコスカシネギシチョウ３－９－５　ハラ　ビィエルディジィ　キタクリハマ１－１","046-830-5307","4","2","3.8","2","20888","48","10"
"14142643","珊瑚薬局　新緑店","サンゴヤッキョク　シンリョクテン","ヨコスカシオオツチョウ１－１６－７","046-830-5488","2","1","3","0","5791","0","0"
"14142651","セブンス薬局堀ノ内店","セブンスヤッキョクホリノウチテン","ヨコスカシミハルチョウ３－２４－６－１ビー","046-828-5001","5","3","7","0","43889","0","100"
"14142660","有限会社　あい薬局","ユウゲンガイシャ　アイヤッキョク","ヨコスカシサカモトチョウ２－３１","046-827-1241","4","1","3","0","11811","91","10"
"14142678","スイートドラッグみやがわ薬局","スイートドラッグミヤガワヤッキョク","ヨコスカシ　ノビ１－８－２２","046-849-4234","1","0","1","0","9000","340","0"
"14142686","クローバー薬局浦郷店","クローバーヤッキョクウラゴウテン","ヨコスカシウラゴウチョウ３－７０","046-869-4331","1","2","2","0","4324","0","0"
"14142694","スズキ薬局","スズキヤッキョク","ヨコスカシヒガシヘミマチ２－２","046-822-0508","3","1","3","0","12126","1","42"
"14142708","ツバサ薬局","ツバサヤッキョク","ヨコスカシオッパマホンチヨウ１－１－３５","046-865-2026","7","2","6.0","0","28597","1922","145"
"14142724","ハックドラッグ汐入薬局","ハックドラッグシオイリヤッキョク","ヨコスカシシオイリチョウ２－７－１","046-828-8900","5","2","6.5","0","42733","46","0"
"14142767","ファーマシィ鈴木","ファーマシィスズキ","ヨコスカシカモイ１－１７－１６","046-843-7300","1","2","2.3","0","14550","59","0"
"14142775","株式会社シフト池上調剤薬局","カブシキガイシャシフトイケガミチョウザイヤッキョク","ヨコスカシイケガミ５－８－３","046-851-3657","4","4","3.5","2","21150","109","67"
"14142791","アシナ薬局","アシナヤッキョク","ヨコスカシアシナ１－６－３７","046-856-0027","3","0","3","0","11496","135","9"
"14142805","フルヤ薬局","フルヤヤッキョク","ヨコスカシイワト４－２３－１１","046-849-6679","1","0","1.0","0","2280","0","0"
"14142813","北久里浜薬局","キタクリハマヤッキョク","ヨコスカシネギシチョウ２－２０－９　タニビル１Ｆ","046-835-5587","5","0","3.5","0","20318","50","16"
"14142821","フレンド薬局","フレンドヤッキョク","ヨコスカシクリハマ１－３－１８","046-833-0038","5","0","5","1","42712","65","17"
"14142830","日の出薬局","ヒノデヤッキョク","ヨコスカシオッパマチョウ３－１－９","046-865-3380","7","3","8.5","1","26382","1413","900"
"14142848","日本調剤新横須賀薬局","ニホンチョウザイシンヨコスカヤッキョク","ヨコスカシコヤベ２－２０－８","046-854-0316","4","1","3.8","1","25887","80","100"
"14142856","なぎさ薬局上町店","ナギサヤッキョクウワマチテン","ヨコスカシウワマチ２－７－４","046-828-5335","2","6","5","0","23256","4","2"
"14142864","セイムス浦賀薬局","セイムスウラガヤッキョク","ヨコスカシヒガシウラガ１－１－７","046-844-2031","3","2","4.5","0","22971","17","0"
"14142872","はまゆう薬局","ハマユウヤッキョク","ヨコスカシヒラサク１－１２－７　１０７ビル１カイ","046-850-3113","4","1","4.5","3","14959","108","2"
"14142899","セイムス久里浜薬局","セイムスクリハマヤッキョク","ヨコスカシクリハマ１－３－１７","046-833-1138","5","2","7","0","40419","54","4"
"14142910","はま薬局","ハマヤッキョク","ヨコスカシクリハマ４－８－１６","046-837-8090","5","0","5","0","32551","0","0"
"14142945","Ｄ．Ｓ．テラブン薬局","ディーエステラブンヤッキョク","ヨコスカシナガイ１－２３－１","046-856-7080","3","0","3","1","32912","12","2"
"14142953","シーガル調剤薬局横須賀池上店","シーガルチョウザイヤッキョクヨコスカイケガミテン","ヨコスカシイケガミ７－１３－１","046-851-3855","2","1","2","1","12000","24","16"
"14142961","共創未来　逸見薬局","キョウソウミライ　ヘミヤッキョク","ヨコスカシニシヘミチョウ１－５","046-826-3460","3","8","11","1","14562","850","4"
"14142970","千種薬局","チグサヤッキョク","ヨコスカシ　フナコシチョウ　１－５８－７","046-860-0766","3","4","3.5","0","22469","0","0"
"14142988","クローバー薬局銀座通り店","クローバーヤッキョクギンザドオリテン","ヨコスカシオッパマチョウ３－１４－９","046-869-0671","2","2","0.6","0","17593","0","0"
"14142996","株式会社シフト一騎塚薬局","カブシキガイシャシフトイッキヅカヤッキョク","ヨコスカシハヤシ１－２３－６　ミズノビル１カイ","046-857-3919","3","8","4","1","20145","1024","210"
"14143003","さくら薬局横須賀馬堀店","サクラヤッキョクヨコスカマボリテン","ヨコスカシマボリチョウ２－１３－２－１０１","046-836-2189","2","14","2.0","1","11400","11","0"
"14143011","さくら薬局湘南山手店","サクラヤッキョク　ショウナンヤマテテン","ヨコスカシヨシイ２－３－７","046-846-5305","1","2","2.5","0","21600","0","0"
"14143020","ファーマシィ鈴木安浦店","ファーマシィスズキヤスウラテン","ヨコスカシヤスウラチョウ２－２７－１","046-823-2055","1","2","1.5","0","8468","1","0"
"14143038","アヒル薬局","アヒルヤッキョク","ヨコスカシキヌガササカエチョウ１－２２","046-850-3201","3","2","3","1","28971","3","20"
"14143062","アオイ薬局海岸店","アオイヤッキョクカイガンテン","ヨコスカシツクイ２－３－１３　タハチビル１カイ","046-839-2785","2","6","3.0","0","26942","0","46"
"14143070","薬樹薬局　若松","ヤクジュヤッキョクワカマツ","ヨコスカシワカマツチョウ２－７　フジタビル２Ｆ","046-824-5350","1","6","1.6","1","9306","68","27"
"14143089","珊瑚薬局佐原店","サンゴヤッキョクサハラテン","カナガワケンヨコスカシサハラ３－３－６","046-838-5708","1","5","4.2","0","28974","29243","0"
"14143097","あすか薬局","アスカヤッキョク","ヨコスカシキヌガササカエチヨウ１－６２－１８","046-851-3414","1","2","2.0","0","14090","0","0"
"14143100","湘南山手薬局","ショウナンヤマテヤッキョク","ヨコスカシヨシイ３－１３－１","046-833-4408","0","3","2.0","5","3252","0","30"
"14143119","セイムス上町薬局","セイムスウワマチヤッキョク","ヨコスカシウワマチ３－１４","046-821-0628","2","0","2","0","10715","35","35"
"14143127","セイムス大通薬局","オオドオリヤッキョク","ヨコスカシヨネガハマドオリ１－１８","046-825-5984","2","2","3.0","7","9821","253","252"
"14143143","日本調剤米が浜薬局","ニホンチョウザイヨネガハマヤッキョク","ヨコスカシヨネガハマドオリ１－８－６","046-828-3731","5","2","5.9","0","30851","55","232"
"14143151","さくら薬局横須賀大矢部店","サクラヤッキョク　ヨコスカオオヤベテン","ヨコスカシ　オオヤベ　２－２－１８","046-838-4502","3","11","4.8","1","35000","46","46"
"14143178","なぎさ薬局","ナギサヤッキョク","ヨコスカシヨネガハマドオリ１－４","046-825-3008","2","5","4.5","0","20221","24","2"
"14143186","千種薬局長沢店","チグサヤッキョクナガサワテン","ヨコスカシナガサワ　１－３３－７　ルビエーヌナガサワＡ","046-848-9077","3","3","4","0","27013","0","0"
"14143208","ハックドラッグ久里浜薬局","ハックドラッグクリハマヤッキョク","ヨコスカシクリハマ２－１８－１５","046-834-8900","4","2","6","0","20095","359","13"
"14143216","うさぎ調剤薬局","ウサギチョウザイヤッキョク","ヨコスカシキヌガササカエチョウ１－２７　ミトミビル１カイ","046-850-3050","2","0","2","0","1620","307","15"
"14143259","ファーマシィ　浦賀","ファーマシィ　ウラガ","ヨコスカシ　ニシウラガ　１－１２－３","046-844-7717","1","2","1.3","1","13531","6","0"
"14143275","クリエイト薬局横須賀林店","クリエイトヤッキョクヨコスカハヤシテン","ヨコスカシオオタワ１－１－８アサバクリニックビル１カイ","046-855-0281","7","0","7","5","36074","1681","44"
"14143291","海岸薬局","カイガンヤッキョク","ヨコスカシ　ヤスウラチョウ　１－７","046-822-1364","1","0","1","0","4117","0","48"
"14143305","ひなた薬局","ヒナタヤッキョク","ヨコスカシクリハマ３－１０－２","046-830-5051","1","1","1.2","0","8081","0","1"
"14143313","ウイン調剤薬局衣笠店","ウインチョウザイヤッキョクキヌガサテン","ヨコスカシキヌガササカエチョウ２－６６－３","046-827-7703","1","1","1.1","0","8063","0","10"
"14143321","有限会社小磯薬局","ユウゲンガイシャコイソヤッキョク","ヨコスカシカモイ２－７８－１１","046-843-6881","6","2","6.5","1","42496","3460","20"
"14143348","キリン薬局衣笠店","キリンヤッキョクキヌガサテン","ヨコスカシヒラサク８－２０－１５","046-850-6466","3","4","7","0","44316","0","0"
"14143356","有限会社平作薬局","ユウゲンカイシャヒラサクヤッキョク","ヨコスカシカナヤ１－１－６","046-853-3359","1","1","1.0","1","4426","61","61"
"14143364","ウイング湘南薬局追浜店","ウイングショウナンヤッキョクオッパマテン","ヨコスカシオッパマチョウ３－２","046-865-1733","1","20","3","0","23800","12","12"
"14143372","インテルみかさ薬局","インテルミカサヤッキョク","ヨコスカシオオタキチョウ１－２１　ジュネスヨコスカ１カイ","046-828-8121","2","5","1.5","0","11344","24","3"
"14143380","日本調剤平成薬局","ニホンチョウザイヘイセイヤッキョク","ヨコスカシヤスウラチョウ３－１３","046-821-1640","6","1","6.5","2","7544","30","214"
"14143399","共創未来　藤沢駅前薬局","キョウソウミライフジサワエキマエヤッキョク","フジサワシクゲヌマハナザワチョウ１－１５","0466-29-9611","2","15","2","0","10634","5","1"
"14143402","湘南台東口薬局","ショウナンダイヒガシグチヤッキョク","フジサワシショウナンダイ１－１－６　ショウナンダイビル１カイ","0466-41-2175","4","2","4.8","1","2869","1956","999"
"14143410","薬泉堂薬局","ヤクセンドウヤッキョク","フジサワシシモツチダナ５４５－８","0466-44-2792","1","5","3","2","13394","692","10"
"14143429","こじか薬局銀座通り店","コジカヤッキョクギンザドオリテン","フジサワシフジサワ５４１","0466-28-9986","2","9","1.0","0","9837","31","0"
"14143445","田中薬局羽鳥店","タナカヤッキョク　ハトリテン","フジサワシハトリ１－３－６","0466-31-0810","1","3","1.3","1","5285","25","0"
"14143453","湘南辻堂薬局","ショウナンツジドウヤッキョク","フジサワシハトリ１－３－４１","0466-36-6267","5","8","8.1","0","25209","1377","3"
"14143461","シーサイド薬局ＨＡＴＯＲＩ店","シーサイドヤッキョクハトリテン","フジサワシハトリ１－３－１２","0466-30-0398","1","4","2.7","0","8454","0","0"
"14143470","カマヤ薬局Ｃ－Ｘ北店","カマヤヤッキョクシークロスキタテン","フジサワシツジドウカンダイ２－５－３４","0466-33-6850","2","2","2.7","1","6080","30","1"
"14143496","有限会社イツワファーマシー","ユウゲンガイシャイツワファーマシー","フジサワシエンドウ８６２－１６","0466-86-3066","4","3","5.8","1","44138","576","576"
"14143526","薬局マツモトキヨシ藤沢長後店","ヤッキョクマツモトキヨシフジサワチョウゴテン","フジサワシチョウゴ","0466-46-5001","7","1","7.5","3","21882","0","0"
"14143534","湘南鵠沼薬局","ショウナンクゲヌマヤッキョク","フジサワシホンクゲヌマ４－１４－２７","0466-35-7320","2","2","3.5","0","14082","4159","48"
"14143542","うつみ薬局","ウツミヤッキョク","フジサワシショウナンダイ２－１６－１１","0466-43-0684","2","1","3","0","8500","8","5"
"14143550","ウエルシア薬局藤沢善行店","ウエルシアヤッキョクフジサワゼンギョウテン","フジサワシゼンギョウ３－１３－３","0466-90-0800","2","3","3","1","1711","52","0"
"14143593","アイセイ薬局藤沢本町店","アイセイヤッキョクフジサワホンマチテン","フジサワシフジサワ１－３－１２","0466-54-6170","2","0","2.0","0","8974","228","15"
"14143607","ヤマグチ薬局長後店","ヤマグチヤッキョクチョウゴテン","フジサワシシモツチダナ４７８－１９","0466-44-6801","1","8","2.0","0","6560","0","0"
"14143615","シーサイド薬局新町店","シーサイドヤッキョクシンマチテン","フジサワシツジドウシンマチ１－４－３２","0466-34-4811","1","6","3.1","0","19296","0","0"
"14143631","みさき薬局","ミサキヤッキョク","フジサワシホンクゲヌマ４－７－９","0466-30-1553","2","1","1.8","0","12261","6","0"
"14143640","田辺薬局湘南台西店","タナベヤッキョクショウナンダイニシテン","フジサワシショウナンダイ２－２８－１１","0466-45-0441","4","3","5.8","0","22571","1475","8"
"14143666","あずみ薬局善行店","アズミヤッキョクゼンギョウテン","フジサワシゼンギョウ１－１５－９","0466-80-6070","2","3","2","1","10944","63","10"
"14143674","こぐま薬局","コグマヤッキョク","フジサワシフジサワ１０９９","0466-21-7539","2","0","2","0","12000","0","100"
"14143682","長後西口薬局","チョウゴニシグチヤッキョク","フジサワシモツチダナ５１３－９","0466-45-8915","1","1","1.5","0","11481","0","0"
"14143690","有限会社明月堂薬局","ユウゲンガイシャ　メイゲツドウヤッキョク","フジサワシヨウダ５９４","0466-48-1096","2","0","2.0","0","1723","0","0"
"14143720","あんず薬局","アンズヤッキョク","フジサワシフジサワ１１０６","0466-27-0955","1","3","1.5","0","0","0","0"
"14143739","あけぼの薬局辻堂店","アケボノヤッキョクツジドウテン","フジサワシツジドウ５－２０－１６","0466-33-5366","1","1","1","0","5682","0","0"
"14143755","あい薬局湘南台店","アイヤッキョクショウナンダイテン","フジサワシショウナンダイ１－１９－２","0466-46-5050","4","6","7.0","0","21225","810","0"
"14143763","入澤薬局","イリサワヤッキョク","フジサワシクゲヌマタチバナ１－１５－１","0466-22-2576","2","0","0","0","4482","0","0"
"14143780","いちご薬局","イチゴヤッキョク","フジサワシフジサワ３－３－１　トミヅカビル１０３","0466-29-5339","2","1","2.7","0","11899","0","0"
"14143801","いわおか薬局","イワオカヤッキョク","フジサワシツジドウ１－９－７","0466-36-6486","2","0","2","0","193","0","0"
"14143810","有限会社いとう薬局","ユウゲンガイシャイトウヤッキョク","フジサワシシラハタ４－１０－９","0466-82-1469","2","3","3.5","0","11220","0","0"
"14143879","永代薬局","エイタイ　ヤッキョク","フジサワシゼンギョウダンチ３－１４－１","0466-81-7978","2","5","4","0","19757","255","0"
"14143909","駅前東口調剤薬局","エキマエヒガシグチチョウザイヤッキョク","フジサワシショウナンダイ１－４－３サンシャインショウナンダイ３カイ","0466-43-6667","1","3","2","0","16680","0","0"
"14143925","株式会社大島薬局イトーヨーカドー店","カブシキガイシャオオシマヤッキョクイトーヨーカドーテン","フジサワシクゲヌマイシガミ１－１０－１　イトーヨーカドヨークヨップスクエアナイチカ１カイ","0466-26-5089","1","1","1.4","10","3500","12","12"
"14143941","桜花堂薬局","オウカドウヤッキョク","フジサワシカメイノ１－１０－４","0466-83-5060","2","0","2","0","7677","0","0"
"14143950","大庭ファーマシー","オオバファーマシー","フジサワシオオバ５０６１－１９","0466-86-0347","5","1","5.4","9","30749","341","19"
"14143976","株式会社大島薬局湘南台店","カブシキガイシャオオシマヤッキョクショウナンダイテン","フジサワシショウナンダイ１－１０－１","0466-44-8310","2","3","3","10","23000","20","20"
"14143984","株式会社大島薬局調剤センター店","カブシキガイシャオオシマヤッキョクチョウザイセンターテン","フジサワシフジサワ５４５－５１ライオンズマンションショウナンフジサワ１Ｆ","0466-25-1078","1","3","2","0","3000","0","0"
"14143992","株式会社大島薬局","カブシキガイシャオオシマヤッキョク","フジサワシフジサワ５２０","0466-23-5471","8","6","10","10","30000","300","310"
"14144018","海岸公園ファーマシー","カイガンコウエンファーマシー","フジサワシカタセ４－１１－２９","0466-50-0424","2","1","2.8","2","12805","712","56"
"14144026","カマヤ薬局","カマヤヤッキョク","フジサワシツジドウ１－２－２　リストレジデンスツジドウタワー　Ａ－１","0466-36-8019","2","6","4.3","1","27334","122","0"
"14144042","かもめ薬局長後店","カモメヤッキョクチョウゴテン","フジサワシタカクラ２３０８－１","0466-46-3633","1","1","1.8","1","6581","165","7"
"14144050","シーサイド薬局","シーサイドヤッキョク","フジサワシツジドウヒガシカイガン１－１０－２０","0466-34-5461","1","8","3.0","0","0","65","0"
"14144085","鵠南薬局","コウナンヤッキョク","フジサワシクゲヌママツガオカ４－１６－１８","0466-27-8531","3","1","3.3","0","16070","0","0"
"14144107","こじか薬局鵠沼東店","コジカヤッキョククゲヌマヒガシテン","フジサワシクゲヌマヒガシ１―１　タマハンビル１カイ","0466-29-9985","5","6","7","0","26541","267","74"
"14144115","こじか薬局片瀬店","コジカヤッキョク　カタセテン","フジサワシカタセ２－１１－１６","0466-24-9985","2","3","3.2","0","15912","1409","39"
"14144123","光和調剤薬局","コウワチョウザイヤッキョク","フジサワシツジドウ１－１０－２２","0466-33-3236","1","6","2.5","0","5998","0","0"
"14144131","ササヤマ薬局","ササヤマヤッキョク","フジサワシフジガオカ３－９－１","0466-25-2173","2","0","2","0","4573","0","1"
"14144158","有限会社相模屋鈴木薬局","ユウゲンガイシャサガミヤスズキヤッキョク","フジサワシタカクラ６５１","0466-44-0206","1","2","1.3","0","5355","0","0"
"14144174","三栄薬局","サンエイヤッキョク","フジサワシクゲヌマサクラガオカ４－１２－６","0466-22-9488","1","4","2","2","8423","0","5"
"14144182","湘南台薬局","ショウナンダイヤッキョク","フジサワシショウナンダイ２－４－６ＮＯＷＡビル２　１Ｆ","0466-44-2939","4","2","4.9","0","33270","0","0"
"14144204","シーエス薬局","シーエスヤッキョク","フジサワシフジサワ４３８－１　ルミネプラザ７カイ","0466-26-9333","4","2","4.5","1","25624","0","3"
"14144212","湘南和光薬局","ショウナンワコウヤッキョク","フジサワシチョウゴ９１８－１","0466-42-0203","1","5","2.7","0","14129","0","0"
"14144220","湘南薬品片瀬山薬局","ショウナンヤクヒンカタセヤマヤッキョク","フジサワシカタセヤマ２－７－１","0466-26-3940","4","3","5.3","0","18400","468","7"
"14144239","湘南薬品ホンマチ薬局","ショウナンヤクヒンホンマチヤッキョク","フジサワシフジサワ３－１－１７","0466-28-8406","1","2","1.7","0","5400","0","0"
"14144247","湘南２０１薬局","ショウナン２０１ヤッキョク","フジサワシイシカワ１－１－２０","0466-89-4338","2","2","2.6","0","13235","0","0"
"14144263","湘南かもめ薬局","ショウナンカモメヤッキョク","フジサワシクゲヌマシンメイ５－１３－１９","0466-27-8420","3","4","7","1","26347","0","3"
"14144301","湘南あおば薬局","ショウナンアオバヤッキョク","フジサワシツジドウ２－２－１２","0466-36-8976","1","2","2","0","10975","0","0"
"14144310","すばる中央薬局藤沢店","スバルチュウオウヤッキョクフジサワテン","フジサワシミヤマエ４２５－７","0466-52-0955","3","19","4.7","0","21613","2723","12"
"14144336","善行ファーマシー","ゼンギョウファーマシー","フジサワシゼンギョウ６－１６－２３","0466-83-4841","2","3","3","0","14632","7","1"
"14144344","善行調剤薬局","ゼンギョウチョウザイヤッキョク","フジサワシゼンギョウ２－１－６","0466-81-8175","1","8","2.8","3","16644","36","60"
"14144360","太平台エルム薬局","タイヘイダイエルムヤッキョク","フジサワシツジドウタイヘイダイ１－３－１","0466-35-3758","1","5","2","2","11365","120","17"
"14144379","有限会社高梨だるま薬局","ユウゲンガイシャタカナシダルマヤッキョク","フジサワシツジドウシンマチ１－４－６","0466-36-8416","1","0","1","0","1477","0","5"
"14144417","高倉薬局","タカクラヤッキョク","フジサワシショウナンダイ５－３２－２３","0466-45-7719","2","3","2.7","0","7880","0","0"
"14144425","田中薬局","タナカヤッキョク","フジサワシハトリ３－３－１８","0466-36-1003","3","3","3.5","1","7732","1","24"
"14144433","ダイヤモンド薬局","ダイヤモンドヤッキョク","フジサワシミナミフジサワ２－１－３　ダイヤモンドビル１カイ","0466-27-0534","2","5","4.4","0","25900","0","0"
"14144506","辻堂西口薬局","ツジドウニシグチヤッキョク","フジサワシツジドウ２－４－２７","0466-34-6626","1","3","2.4","0","9227","0","0"
"14144514","ときわ漢方薬局","トキワカンポウヤッキョク","フジサワシクゲヌマイシガミ１－８－１","0466-22-5514","2","1","2.0","0","0","0","0"
"14144530","東海岸　めぐみ薬局","ヒガシカイガン　メグミヤッキョク","フジサワシツジドウヒガシカイガン２－１－３０","0466-34-3188","1","4","2","0","5008","1400","30"
"14144549","仲通り薬局","ナカドオリヤッキョク","フジサワシホンチョウ１－１０－１１","0466-26-0307","1","2","1.4","0","8291","0","12"
"14144565","中村薬局石川店","ナカムラヤッキョクイシカワテン","フジサワシイシカワ６－２１－１３","0466-86-6301","2","1","1.5","2","6950","0","0"
"14144573","ハックドラッグ藤沢白旗薬局","ハックドラッグフジサワシラハタヤッキョク","フジサワシフジサワ２－３－１５　ミツイライフスタイルパークトレアージュシラハタ１カイ","0466-55-3989","5","7","9.6","0","30264","94","32"
"14144581","有限会社はとり薬局","ユウゲンガイシャハトリヤッキョク","フジサワシツジドウシンマチ２－１４－７","0466-36-3765","2","0","2","0","13487","10","18"
"14144603","ハート薬局長後店","ハートヤッキョクチョウゴテン","フジサワシチョウゴ７５２","0466-44-9351","2","0","2.0","0","12243","0","0"
"14144611","はるかぜ薬局辻堂東海岸店","ハルカゼヤッキョクツジドウヒガシカイガンテン","フジサワシツジドウヒガシカイガン２－１－３２","0466-30-1684","4","6","7.2","1","21801","6462","13"
"14144620","花房薬局　本店","ハナブサヤッキョク　ホンテン","フジサワシツジドウ２－１１－９","0466-33-4766","1","2","1.5","0","100","0","3"
"14144638","共創未来湘南台薬局","キョウソウミライショウナンダイヤッキョク","フジサワシショウナンダイ３－７－１２　ショウナンダイビル１０１","0466-42-6736","4","3","5","2","28383","325","0"
"14144662","藤薬局","フジヤッキョク","フジサワシショウナンダイ７－１－５","0466-44-4114","1","8","3.0","0","11361","8","0"
"14144670","藤沢市こまよせ薬局","フジサワシコマヨセヤッキョク","フジサワシオオバ５５２７－１","0466-88-7300","1","69","1.8","0","6526","0","0"
"14144689","奥田薬局","オクダヤッキョク","フジサワシクゲヌマイシガミ１－１２－１３","0466-22-6076","2","0","2","0","0","0","0"
"14144697","ふじみ薬局","フジミヤッキョク","フジサワシツジドウタイヘイダイ２－１３－２８","0466-34-2110","1","4","2.1","","4854","",""
"14144700","ひまわり薬局","ヒマワリヤッキョク","フジサワシツジドウ３－１３－３２","0466-37-4976","2","1","2.5","0","10900","123","0"
"14144719","ファーマシーワラシナ","ファーマシーワラシナ","フジサワシクゲヌママツガオカ１－１－１","0466-22-2463","1","1","1.0","0","993","0","0"
"14144727","ふたば薬局","フタバヤッキョク","フジサワシゼンギョウ１－２４－９","0466-82-5800","1","4","2.0","0","2434","0","0"
"14144735","有限会社ベル薬局","ユウゲンガイシャベルヤッキョク","フジサワシカメイノ１７７１","0466-82-7870","2","2","2.3","0","6173","251","2"
"14144743","ひまわり調剤薬局","ヒマワリチョウザイヤッキョク","フジサワシミナミフジサワ２０－１９　ダイサンハルミビル１カイ","0466-26-2332","3","4","1","1","17700","39","24"
"14144751","藤沢薬剤師会薬局","フジサワヤクザイシカイヤッキョク","フジサワシフジサワ２－２－２１","0466-50-6011","4","3","5.8","1","19856","258","40"
"14144760","有限会社保土ヶ谷中央薬局支店八木薬局","ユウゲンガイシャホドガヤチュウオウヤッキョクシテンヤギヤッキョク","フジサワシクゲヌマハナザワチョウ１３－６","0466-23-1664","1","2","1.5","0","6453","0","5"
"14144778","本鵠沼調剤薬局","ホンクゲヌマチョウザイヤッキョク","フジサワシホンクゲヌマ２－８－１６","0466-28-0340","2","1","2.3","0","5831","0","0"
"14144786","まなみ薬局","マナミヤッキョク","フジサワシカタセ３－１６－１６","0466-50-6685","4","4","6.2","0","26231","374","20"
"14144794","有限会社牧野薬局","ユウゲンガイシャマキノヤッキョク","フジサワシゼンギヨウ１－２５－４","0466-81-1306","2","4","2.9","0","17913","45","0"
"14144808","マリア薬局","マリアヤッキョク","フジサワシフジサワ４９８－３","0466-22-4111","2","1","2.6","0","6499","0","0"
"14144816","わかば薬局","ワカバ　ヤッキョク","フジサワシフジサワ１－３－４","0466-27-3755","2","4","3.2","0","14079","204","59"
"14144824","マリオン薬局","マリオンヤッキョク","フジサワシショウナンダイ１－７－８","0466-41-3433","1","5","3.0","0","7528","0","25"
"14144840","南藤沢薬局","ミナミフジサワヤッキョク","フジサワシミナミフジサワ２－８","0466-29-8601","6","0","6","1","25419","110","13"
"14144859","南太平薬局","ミナミタイヘイヤッキョク","フジサワシエンドウ６４１－１２","0466-87-2528","2","5","3.6","0","15400","0","0"
"14144867","メディカル薬局","メディカルヤッキョク","フジサワシフジサワ５５６","0466-27-0072","4","4","5.6","2","40590","41","25"
"14144875","有限会社ヤシマファーマシー","ユウゲンガイシャヤシマファーマシー","フジサワシショウナンダイ２－１８－１１","0466-43-1458","2","1","2.3","0","16458","0","52"
